Source,Target,Type,Id,Label,Weight
Germinal,"Ribera i Cibrera, Romà",Directed,6877,,1
Alma Española,"Ribera, José de",Directed,6878,,1
Gente Vieja,"Ribeyro, Jacinto",Directed,6879,,17
Lectura Amena,"Riche, Iván",Directed,6880,,1
El Nuevo Mercurio,"Richepin, Jean",Directed,6881,,1
Germinal,"Richepin, Jean",Directed,6882,,3
Luz i Sombra,"Richepin, Jean",Directed,6883,,1
Revista Azul,"Richepin, Jean",Directed,6884,,8
Gente Vieja,"Richter, Johann Paul Friedrich",Directed,6885,,1
Helios,"Richter, Johann Paul Friedrich",Directed,6886,,1
Luz,"Richter, Johann Paul Friedrich",Directed,6887,,10
Lectura Amena,"Rios de Lamperez, Blanca de los",Directed,6888,,1
Vida Nueva,"Riquelme, A.",Directed,6889,,1
Luz,"Riquer, Alexandre de",Directed,6890,,15
Revista Azul,"Riquetti de Mirabeau, Sibylle Gabrielle",Directed,6891,,1
El Nuevo Mercurio,"Ritter, William",Directed,6892,,1
Revista Azul,"Riva Palacio, Vicente",Directed,6893,,1
La Gruta,"Rivas Frade, Federico",Directed,6894,,8
Revista Azul,"Rivas Frade, Federico",Directed,6895,,5
Revista Literaria. Publicación Mensual,"Rivas Frade, Federico",Directed,6896,,2
Revista Moderna. (Enciclopedia colombiana),"Rivas Groot, Evaristo",Directed,6897,,1
Revista Literaria. Publicación Mensual,"Rivas Groot, José María",Directed,6898,,3
Revista Moderna. (Enciclopedia colombiana),"Rivas Groot, José María",Directed,6899,,1
Luz i Sombra,"Rivas, Emilio",Directed,6900,,1
Revista Literaria. Publicación Mensual,"Rivas, Medardo",Directed,6901,,4
CULTURA,"Rivas, Raimundo",Directed,6902,,22
Revista Azul,"Rivas, Ángel C.",Directed,6903,,1
Gente Vieja,"Rivera del Pino, Joaquín",Directed,6904,,10
Revista Literaria. Publicación Mensual,"Rivera y Garrido, Luciano",Directed,6905,,4
CULTURA,"Rivera, José Eustasio",Directed,6906,,2
Alma Española,"Rivero, R. del",Directed,6907,,6
Luz i Sombra,"Riveros Z., L.",Directed,6908,,1
Germinal,"Rizal, José",Directed,6909,,1
Revista Azul,"Roa Bárcena, José María",Directed,6910,,2
Revista Azul,"Robert, Louis de",Directed,6911,,6
Gente Vieja,"Robert, Roberto",Directed,6912,,1
Lectura Amena,"Robledo J., Alfonso",Directed,6913,,1
Lectura y Arte,"Robledo Villa, Alonso",Directed,6914,,1
El Montañés,"Robledo, Emilio",Directed,6915,,3
Alpha,"Robledo, Eusebio",Directed,6916,,1
El Repertorio. Revista Mensual Ilustrada,"Robledo, Eusebio",Directed,6917,,4
Lectura Amena,"Robledo, Eusebio",Directed,6918,,3
Lectura y Arte,"Robledo, Eusebio",Directed,6919,,2
Revista Moderna. (Enciclopedia colombiana),"Robledo, Eusebio",Directed,6920,,1
Lectura Amena,"Robledo, Jorge Samuel",Directed,6921,,2
Arte Joven,"Robles y Suárez, Pedro",Directed,6922,,1
La Bibliotéca,"Roca, Miguel A.",Directed,6923,,1
Alma Española,"Roca, Venancio",Directed,6924,,1
Vida Nueva,"Rocar, V.",Directed,6925,,1
Revista Literaria. Publicación Mensual,"Rocha, Joaquín",Directed,6926,,1
Germinal,"Roche, Ernest",Directed,6927,,1
Lectura Amena,"Rochefort, Henri",Directed,6928,,2
Luz,"Rochegrosse, J.",Directed,6929,,1
Vida Nueva,"Rodao, José",Directed,6930,,1
Helios,"Rodenbach, Georges",Directed,6931,,1
Luz i Sombra,"Rodin, Auguste",Directed,6932,,1
Gente Vieja,"Rodrigo, Gerardo",Directed,6933,,23
Germinal,"Rodríguez Abarrátegui, Ignacio",Directed,6934,,1
Alma Española,"Rodríguez Carracido, José",Directed,6935,,1
Gente Vieja,"Rodríguez Carracido, José",Directed,6936,,1
Revista Literaria. Publicación Mensual,"Rodríguez G., Sixto",Directed,6937,,1
La Bibliotéca,"Rodríguez Larreta, Enrique",Directed,6938,,2
Gente Vieja,"Rodríguez Lecomme, José",Directed,6939,,1
Alpha,"Rodríguez Moya, Francisco",Directed,6940,,1
Lectura Amena,"Rodríguez Moya, Francisco",Directed,6941,,4
Alma Española,Rodríguez Méndez y Lacoste,Directed,6942,,5
Revista Contemporánea,"Rodríguez O., Eugenio",Directed,6943,,2
Panida,"Rodríguez Rendueles, M.",Directed,6944,,1
Luz i Sombra,"Rodríguez Rojas, Alfredo",Directed,6945,,6
Germinal,"Rodríguez Serra, Bernardo",Directed,6946,,2
Revista Literaria. Publicación Mensual,"Rodríguez Zapata, Francisco",Directed,6947,,1
Gente Vieja,"Rodríguez de Rubio, Matilde",Directed,6948,,1
Gente Vieja,"Rodríguez de Ureta, Antonia",Directed,6949,,5
Revista Azul,"Rodríguez, Alfredo",Directed,6950,,1
El Montañés,"Rodríguez, Alfredo J.",Directed,6951,,1
La Bibliotéca,"Rodríguez, Enrique",Directed,6952,,1
La Bibliotéca,"Rodríguez, Fermín (hijo)",Directed,6953,,1
El Montañés,"Rodríguez, Horacio Marino",Directed,6954,,28
El Repertorio. Revista Mensual Ilustrada,"Rodríguez, Horacio Marino",Directed,6955,,95
La Habana Literaria,"Rodríguez, José Ignacio",Directed,6956,,2
La Bibliotéca,"Rodríguez, Manuel",Directed,6957,,1
El Montañés,"Rodríguez, Melitón",Directed,6958,,4
Lectura y Arte,"Rodríguez, Melitón",Directed,6959,,1
Vida Nueva,"Rodríguez, Vicente",Directed,6960,,1
El Nuevo Mercurio,"Rodríguez-Émbil, Luis",Directed,6961,,2
Panida,"Rodó, José Enrique",Directed,6962,,1
Renacimiento,"Rodó, José Enrique",Directed,6963,,2
Revista Moderna. (Enciclopedia colombiana),"Rodó, José Enrique",Directed,6964,,1
Germinal,"Rogers, James E. Thorold",Directed,6965,,1
La Bibliotéca,"Rognin, M.",Directed,6966,,1
Luz,"Roig, Marian",Directed,6967,,2
Revista Contemporánea,"Rojas, Julio A.",Directed,6968,,1
El Nuevo Mercurio,"Rojas, Ricardo",Directed,6969,,1
Gente Vieja,"Roleva, Albert",Directed,6970,,1
Alpha,"Rollinat, Maurice",Directed,6971,,1
Germinal,"Rollinat, Maurice",Directed,6972,,1
Helios,"Rollinat, Maurice",Directed,6973,,2
Alma Española,"Romanones, Alvaro Figueroa y Torres, conde de",Directed,6974,,1
Gente Vieja,"Romea, Julián",Directed,6975,,4
Revista Literaria. Publicación Mensual,"Romero A., Ángel María",Directed,6976,,3
Revista Azul,"Romero García, Manuel Vicente",Directed,6977,,3
Gente Vieja,"Romero Ortiz, Antonio",Directed,6978,,1
Revista Literaria. Publicación Mensual,"Romero P., Carlos",Directed,6979,,1
Alma Española,"Romero Robledo, Francisco",Directed,6980,,1
Gente Vieja,"Romero Robledo, Francisco",Directed,6981,,3
La Bibliotéca,"Romero de Tejada, Antonio",Directed,6982,,1
La Vida Literaria,"Romero de Torres, Julio",Directed,6983,,1
Germinal,"Romero, E.",Directed,6984,,1
La Bibliotéca,"Romero, Matías",Directed,6985,,1
La Bibliotéca,"Romero, Miguel",Directed,6986,,1
Vida Nueva,"Romo, Paulino",Directed,6987,,1
La Vida Literaria,"Román, J.",Directed,6988,,7
Revista Azul,"Román, José Antonio",Directed,6989,,1
Trofeos,"Rosa, Leopoldo de la",Directed,6990,,1
La Vida Literaria,Rosales,Directed,6991,,1
CULTURA,"Rosales, Carlos N.",Directed,6992,,1
Revista Moderna. (Enciclopedia colombiana),"Rosales, Carlos N.",Directed,6993,,1
Germinal,"Rosales, Eduardo",Directed,6994,,1
Revista Literaria. Publicación Mensual,"Rosas, Gabriel",Directed,6995,,1
Revista Literaria. Publicación Mensual,"Rossel, Juan C.",Directed,6996,,1
La Vida Literaria,"Rossel, Juan G.",Directed,6997,,1
Lectura Amena,"Roure, José de",Directed,6998,,1
Luz i Sombra,"Roure, José de",Directed,6999,,1
Revista Azul,"Roure, José de",Directed,7000,,4
Revista Moderna. (Enciclopedia colombiana),"Roux, Hugo Le",Directed,7001,,1
Luz,"Roviralta, Josep Maria",Directed,7002,,31
La Vida Literaria,"Roxlo, Carlos",Directed,7003,,1
Alma Española,"Royo Villanova, Antonio",Directed,7004,,1
La Gruta,"Rozo Martínez, Darío",Directed,7005,,1
Alma Española,"Rubens, Peter Paul",Directed,7006,,3
La Vida Literaria,"Rubens, Peter Paul",Directed,7007,,4
Gente Vieja,"Rubin, Luis G.",Directed,7008,,3
Gente Vieja,"Rubio, Antonio",Directed,7009,,5
Gente Vieja,"Rubio, Carlos",Directed,7010,,2
Revista Literaria. Publicación Mensual,"Rubió y Ors, Joaquín",Directed,7011,,1
Luz i Sombra,"Rubí, Rubén",Directed,7012,,1
El Nuevo Mercurio,"Rudy, Ch.",Directed,7013,,1
Gente Vieja,"Rueda López, Francisco",Directed,7014,,3
CULTURA,"Rueda Vargas, Tomás",Directed,7015,,4
Arte Joven,"Rueda, Salvador",Directed,7016,,1
El Nuevo Mercurio,"Rueda, Salvador",Directed,7017,,3
El Repertorio. Revista Mensual Ilustrada,"Rueda, Salvador",Directed,7018,,1
Germinal,"Rueda, Salvador",Directed,7019,,17
Helios,"Rueda, Salvador",Directed,7020,,5
Instantáneas,"Rueda, Salvador",Directed,7021,,1
Lectura y Arte,"Rueda, Salvador",Directed,7022,,1
Luz i Sombra,"Rueda, Salvador",Directed,7023,,1
Renacimiento,"Rueda, Salvador",Directed,7024,,3
Revista Azul,"Rueda, Salvador",Directed,7025,,33
Revista Nueva Spain,"Rueda, Salvador",Directed,7026,,3
Vida Nueva,"Rueda, Salvador",Directed,7027,,1
Revista Azul,"Ruiz Aguilera, Ventura",Directed,7028,,2
Vida Nueva,"Ruiz Aguilera, Ventura",Directed,7029,,1
Revista Nueva Spain,"Ruiz Contreras, Luis",Directed,7030,,30
Helios,"Ruiz-Castillo, José",Directed,7031,,10
La Vida Literaria,"Ruiz-Castillo, José",Directed,7032,,1
Gente Vieja,"Ruiz-Castizo Ariza, José",Directed,7033,,1
Revista Nueva Spain,"Rulo, Manuel M.",Directed,7034,,1
Gente Vieja,Ruperto,Directed,7035,,6
Alma Española,"Rusiñol, Santiago",Directed,7036,,1
Arte Joven,"Rusiñol, Santiago",Directed,7037,,1
Germinal,"Rusiñol, Santiago",Directed,7038,,1
Helios,"Rusiñol, Santiago",Directed,7039,,2
La Vida Literaria,"Rusiñol, Santiago",Directed,7040,,1
Lectura Amena,"Rusiñol, Santiago",Directed,7041,,1
Luz,"Rusiñol, Santiago",Directed,7042,,9
Panida,"Rusiñol, Santiago",Directed,7043,,1
Renacimiento,"Rusiñol, Santiago",Directed,7044,,3
Vida Nueva,"Rusiñol, Santiago",Directed,7045,,2
Luz,Ruíz,Directed,7046,,2
Alma Española,"Ruíz Castillo, José",Directed,7047,,1
Gente Vieja,"Ruíz Enríquez, Pascual",Directed,7048,,1
Gente Vieja,"Ruíz Jiménez, J.",Directed,7049,,1
Revista Nueva Spain,"Ruíz Martín, Luciano",Directed,7050,,2
Germinal,"Ruíz Morales, Manuel",Directed,7051,,1
Vida Nueva,"Ruíz de Velasco, Bonifacio",Directed,7052,,2
Revista Moderna. (Enciclopedia colombiana),"Ruíz, Dael",Directed,7053,,12
Luz,"Ruíz, Diego",Directed,7054,,1
Germinal,"Ruíz, Enrique",Directed,7055,,1
Luz,"Ruíz, Julián C.",Directed,7056,,1
Helios,"Régnier, Henri de",Directed,7057,,1
Renacimiento,"Régnier, Henri de",Directed,7058,,1
Trofeos,"Régnier, Henri de",Directed,7059,,1
La Gruta,"Rémy, François",Directed,7060,,4
Renacimiento,"Répide, Pedro de",Directed,7061,,3
La Habana Literaria,"Río, Juan del",Directed,7062,,1
La Vida Literaria,"Ríos, E.",Directed,7063,,1
Luz,"Ríos, J. Q. de los",Directed,7064,,1
El Nuevo Mercurio,"Ródenas, Miguel A.",Directed,7065,,1
Helios,"Ródenas, Miguel A.",Directed,7066,,6
Renacimiento,"Ródenas, Miguel A.",Directed,7067,,2
Germinal,S.,Directed,7068,,2
Vida Nueva,S.,Directed,7069,,2
Vida Nueva,S. Z.,Directed,7070,,1
Vida Nueva,"Saavedra Fajardo, Diego de",Directed,7071,,1
La Gruta,"Saavedra Galindo, José Manuel",Directed,7072,,1
Revista Moderna. (Enciclopedia colombiana),"Saavedra Molina, Julio",Directed,7073,,1
La Bibliotéca,"Saavedra, Cornelio de",Directed,7074,,1
La Bibliotéca,"Saavedra, Francisco",Directed,7075,,1
El Repertorio. Revista Mensual Ilustrada,"Saavedra, Ángel de",Directed,7076,,1
Gente Vieja,"Saavedra, Ángel de (El Duque de Rivas)",Directed,7077,,1
Vida Nueva,"Sabau y Larroya, Pedro",Directed,7078,,2
Revista Literaria. Publicación Mensual,"Sacher-Masoch, Leopold von",Directed,7079,,2
Revista Literaria. Publicación Mensual,"Saco, Eduardo",Directed,7080,,1
Revista Moderna. (Enciclopedia colombiana),"Saco, José Antonio",Directed,7081,,1
Instantáneas,"Sain, Edouard Alexandre",Directed,7082,,2
La Bibliotéca,"Sains de Cavia, Manuel José",Directed,7083,,1
La Bibliotéca,"Sains de Cavia, Pedro Feliciano",Directed,7084,,1
La Vida Literaria,Saint Aubin,Directed,7085,,1
El Nuevo Mercurio,"Saint-Point, Valentine de",Directed,7086,,1
El Repertorio. Revista Mensual Ilustrada,"Saint-Victor, Paul de",Directed,7087,,1
Revista Azul,"Saint-Victor, Paul de",Directed,7088,,1
Revista Moderna. (Enciclopedia colombiana),"Saint-Victor, Paul de",Directed,7089,,1
Helios,"Saiz Otero, Concepción",Directed,7090,,1
Germinal,"Sala i Francès, Emili",Directed,7091,,4
Helios,"Sala i Francès, Emili",Directed,7092,,10
Luz,"Sala, E.",Directed,7093,,1
Vida Nueva,"Sala, Pedro",Directed,7094,,1
Germinal,"Salam, Heleh",Directed,7095,,1
Revista Moderna. (Enciclopedia colombiana),"Salamanca Torres, Demetrio",Directed,7096,,1
Germinal,"Salas Antón, Juan",Directed,7097,,3
Alma Española,"Salas, Emilio",Directed,7098,,1
Gente Vieja,"Salas, José de",Directed,7099,,1
Alma Española,"Salaverría, José María",Directed,7100,,1
El Montañés,Salazar H. Jerónimo,Directed,7101,,1
Lectura y Arte,"Salazar Álvarez, José María",Directed,7102,,1
El Nuevo Mercurio,"Salazar, Abel C.",Directed,7103,,1
Lectura Amena,Salduba,Directed,7104,,1
La Bibliotéca,"Saldías, Adolfo",Directed,7105,,1
Gente Vieja,"Sales, Jacobo",Directed,7106,,3
Alma Española,"Salmerón y Alonso, Nicolás",Directed,7107,,2
Gente Vieja,"Salmerón y Alonso, Nicolás",Directed,7108,,1
Germinal,"Salmerón y García, Nicolás",Directed,7109,,13
Vida Nueva,"Salmerón y García, Nicolás",Directed,7110,,1
Alma Española,"Salvador y Rodrigáñez, Amós",Directed,7111,,1
Alma Española,"Salvandy, Narcisse-Achille de",Directed,7112,,1
Helios,"Salvat i Espasa, Pablo",Directed,7113,,2
Alma Española,"Salzillo y Alcaraz, Francisco",Directed,7114,,1
Revista Literaria. Publicación Mensual,"Samper de Ancízar, Agripina",Directed,7115,,1
Revista Contemporánea,"Samper, Emilio",Directed,7116,,2
Revista Literaria. Publicación Mensual,"Samper, José María",Directed,7117,,1
Revista Moderna. (Enciclopedia colombiana),"Samper, Miguel",Directed,7118,,1
Alma Española,"Samsó, Juan",Directed,7119,,1
Alma Española,"Sancha Lengo, Francisco",Directed,7120,,27
La Vida Literaria,"Sancha Lengo, Francisco",Directed,7121,,12
Gente Vieja,Sancho Panza,Directed,7122,,1
Gente Vieja,"Sancho, Federico de",Directed,7123,,1
Gente Vieja,"Sancho, V. G.",Directed,7124,,1
CULTURA,"Sanchéz de Iriarte, Alberto",Directed,7125,,1
La Habana Literaria,"Sanguily, Manuel",Directed,7126,,1
Luz i Sombra,"Sanhueza Oliva, Alfredo",Directed,7127,,1
Luz,"Sanmartin, P. de",Directed,7128,,1
Instantáneas,Sans-Géne,Directed,7129,,1
Revista Moderna. (Enciclopedia colombiana),Sant Pinxit,Directed,7130,,1
Trofeos,"Santa María Vermersch, R.",Directed,7131,,1
Lectura y Arte,"Santa María, Andrés de",Directed,7132,,1
Germinal,"Santaclara, A. de",Directed,7133,,18
Revista Contemporánea,"Santamaría, Nepomuceno",Directed,7134,,1
Gente Vieja,"Santillán, Ignacio de",Directed,7135,,1
CULTURA,"Santos, Eduardo",Directed,7136,,2
CULTURA,"Santos, Gustavo",Directed,7137,,12
Alpha,"Sanín Cano, Baldomero",Directed,7138,,1
La Gruta,"Sanín Cano, Baldomero",Directed,7139,,3
Lectura y Arte,"Sanín Cano, Baldomero",Directed,7140,,1
Revista Contemporánea,"Sanín Cano, Baldomero",Directed,7141,,32
Revista Literaria. Publicación Mensual,"Sanín Cano, Baldomero",Directed,7142,,3
Trofeos,"Sanín Cano, Baldomero",Directed,7143,,6
Germinal,"Saornil Lorenzo, Eleuterio",Directed,7144,,1
Revista Literaria. Publicación Mensual,"Saravia, Hermógenes",Directed,7145,,1
Revista Azul,"Sarcey, Francisque",Directed,7146,,1
Instantáneas,"Saridakis, Juan de",Directed,7147,,1
La Bibliotéca,"Sarmiento, Domingo Faustino",Directed,7148,,24
Vida Nueva,"Sasiam, Eusebio",Directed,7149,,1
El Nuevo Mercurio,"Sassone, Felipe",Directed,7150,,1
Gente Vieja,"Sastrón, Manuel",Directed,7151,,1
Alma Española,"Satterfield, Robert William",Directed,7152,,1
El Nuevo Mercurio,"Sauvage, L. F.",Directed,7153,,1
Revista Moderna. (Enciclopedia colombiana),"Savage, Richard Henry",Directed,7154,,6
Alma Española,"Sawa, Alejandro",Directed,7155,,9
El Nuevo Mercurio,"Sawa, Alejandro",Directed,7156,,1
Helios,"Sawa, Alejandro",Directed,7157,,4
Alma Española,"Sawa, Miguel",Directed,7158,,8
Revista Moderna. (Enciclopedia colombiana),"Saíz, José María",Directed,7159,,1
El Repertorio. Revista Mensual Ilustrada,"Sbarbi y Osuna, José María",Directed,7160,,1
La Gruta,"Scarpetta, Oswaldo",Directed,7161,,1
Revista Contemporánea,"Schafi, Mirza",Directed,7162,,1
La Bibliotéca,"Schiaffino, Eduardo",Directed,7163,,3
Alpha,"Schiller, Friedrich",Directed,7164,,1
Arte Joven,"Schiller, Friedrich",Directed,7165,,1
Germinal,"Schiller, Friedrich",Directed,7166,,1
Luz i Sombra,"Schiller, Friedrich",Directed,7167,,1
Luz,"Schlumberger, C.",Directed,7168,,1
Germinal,"Scholl, Aurélien",Directed,7169,,2
Revista Azul,"Scholl, Aurélien",Directed,7170,,2
Lectura y Arte,"Schopenhauer, Arthur",Directed,7171,,1
Panida,"Schopenhauer, Arthur",Directed,7172,,1
Luz,"Schwabe, Carlos",Directed,7173,,1
La Habana Literaria,"Schwalbach, Eduardo",Directed,7174,,1
Revista Moderna. (Enciclopedia colombiana),"Schwob, L.",Directed,7175,,1
Revista Contemporánea,"Schwob, Marcel",Directed,7176,,8
Revista Azul,"Scott, Walter",Directed,7177,,1
Revista Literaria. Publicación Mensual,"Scribe, Eugène",Directed,7178,,1
La Bibliotéca,"Seeber, Francisco",Directed,7179,,3
Gente Vieja,"Segovia, Antonio María",Directed,7180,,1
Revista Moderna. (Enciclopedia colombiana),"Segovia, L.",Directed,7181,,1
Germinal,"Segura, Joaquín",Directed,7182,,8
Luz i Sombra,"Selgas, José",Directed,7183,,1
Luz,"Sellaré, S.",Directed,7184,,1
Luz,"Sellarés, J.",Directed,7185,,1
Gente Vieja,"Sellés, Eugenio",Directed,7186,,6
Luz i Sombra,"Sellés, Eugenio",Directed,7187,,1
Vida Nueva,"Sellés, Eugenio",Directed,7188,,2
Gente Vieja,"Sepúlveda, Ricardo",Directed,7189,,25
La Vida Literaria,"Serao, Matilde",Directed,7190,,1
Revista Moderna. (Enciclopedia colombiana),"Serao, Matilde",Directed,7191,,2
Gente Vieja,"Serna, Justo de la",Directed,7192,,1
Alma Española,"Serra Auqué, Enric",Directed,7193,,3
Gente Vieja,"Serra, Narciso",Directed,7194,,1
Gente Vieja,"Serrano de la Pedrosa, Francisco",Directed,7195,,1
Gente Vieja,"Serrano Álcazar, Rafael",Directed,7196,,1
Luz,"Serrat, Carlos M.",Directed,7197,,1
Germinal,Severín,Directed,7198,,4
Gente Vieja,"Sevilla, Fernando",Directed,7199,,1
Revista Moderna. (Enciclopedia colombiana),"Sevilla, Rafael",Directed,7200,,1
El Repertorio. Revista Mensual Ilustrada,"Shakespeare, William",Directed,7201,,1
Germinal,"Shakespeare, William",Directed,7202,,1
La Bibliotéca,"Shakespeare, William",Directed,7203,,1
Luz,"Shakespeare, William",Directed,7204,,1
Revista Azul,"Shakespeare, William",Directed,7205,,1
Revista Literaria. Publicación Mensual,"Shakespeare, William",Directed,7206,,1
Revista Nueva Spain,"Shakespeare, William",Directed,7207,,3
Arte Joven,"Shelley, Percy Bysshe",Directed,7208,,1
Germinal,"Shelley, Percy Bysshe",Directed,7209,,1
La Vida Literaria,"Shelley, Percy Bysshe",Directed,7210,,1
Revista Azul,"Shelley, Percy Bysshe",Directed,7211,,1
Lectura Amena,"Sienkiewicz, Henryk",Directed,7212,,1
El Nuevo Mercurio,"Sierra, José M.",Directed,7213,,1
Lectura Amena,"Sierra, Justo",Directed,7214,,1
Revista Azul,"Sierra, Justo",Directed,7215,,10
Revista Azul,"Sierra, Santiago",Directed,7216,,1
Alma Española,"Siles, José de",Directed,7217,,1
Instantáneas,"Siles, José de",Directed,7218,,1
Revista Literaria. Publicación Mensual,"Siles, José de",Directed,7219,,2
Revista Moderna. (Enciclopedia colombiana),"Silva Cruz, Carlos",Directed,7220,,1
Luz i Sombra,"Silva Guerra, Julio M.",Directed,7221,,1
Revista Moderna. (Enciclopedia colombiana),"Silva Vidal, Ismael",Directed,7222,,1
Instantáneas,"Silva Vildósola, Carlos",Directed,7223,,1
Revista Moderna. (Enciclopedia colombiana),"Silva, Clímaco",Directed,7224,,1
CULTURA,"Silva, José Asunción",Directed,7225,,1
Gente Vieja,"Silva, José Asunción",Directed,7226,,1
Lectura Amena,"Silva, José Asunción",Directed,7227,,11
Panida,"Silva, José Asunción",Directed,7228,,1
Revista Azul,"Silva, José Asunción",Directed,7229,,1
Revista Literaria. Publicación Mensual,"Silva, José Asunción",Directed,7230,,2
Revista Moderna. (Enciclopedia colombiana),"Silva, José Asunción",Directed,7231,,1
Germinal,"Silvela Casado, Mateo",Directed,7232,,1
Alma Española,"Silvela, Francisco",Directed,7233,,2
Gente Vieja,"Silvela, Francisco",Directed,7234,,14
Revista Literaria. Publicación Mensual,"Silvela, Francisco",Directed,7235,,1
Germinal,"Silvestre, Armand",Directed,7236,,2
Lectura y Arte,"Silvestre, Armand",Directed,7237,,1
Panida,"Silvestre, Armand",Directed,7238,,1
Revista Azul,"Silvestre, Armand",Directed,7239,,1
Gente Vieja,"Simarro, Juan",Directed,7240,,1
Germinal,"Simonetti, Attilio",Directed,7241,,1
Revista Azul,"Simón, Julio",Directed,7242,,1
Revista Literaria. Publicación Mensual,"Sinués de Marco, María del Pilar",Directed,7243,,1
Revista Azul,"Sivry, Charles de",Directed,7244,,1
Luz,"Sleig, Bernard",Directed,7245,,1
Alpha,"Solano Patiño, José",Directed,7246,,1
Lectura Amena,"Solano Patiño, José",Directed,7247,,2
Lectura y Arte,"Solano Patiño, José",Directed,7248,,1
CULTURA,"Solano, Armando",Directed,7249,,1
La Vida Literaria,Solar de Alba,Directed,7250,,4
Gente Vieja,"Solar, José del",Directed,7251,,5
Arte Joven,"Soler Planas, Luis",Directed,7252,,1
Germinal,"Soler, Antonio",Directed,7253,,1
Luz i Sombra,"Soler, Eduardo",Directed,7254,,1
Arte Joven,"Soler, Francisco de A.",Directed,7255,,6
Luz,"Soler, Francisco de A.",Directed,7256,,14
Germinal,"Solis, Ezequiel",Directed,7257,,1
Alma Española,"Solsona y Baselga, Conrado",Directed,7258,,1
Arte Joven,"Solé de Sojo, Vicente",Directed,7259,,1
Revista Azul,"Solórzano, J. Antonio",Directed,7260,,1
Instantáneas,Somar,Directed,7261,,3
Arte Joven,"Sorel, F. de",Directed,7262,,1
Vida Nueva,"Soria  y Mata, Arturo",Directed,7263,,1
Germinal,"Soriano Fort, José",Directed,7264,,1
Luz i Sombra,"Soriano de Castro, José",Directed,7265,,1
Revista Literaria. Publicación Mensual,"Soriano y Barroeta-Aldamar, Rodrigo",Directed,7266,,2
Luz i Sombra,"Soriano, Manuel",Directed,7267,,2
Germinal,"Soriano, Nicolás",Directed,7268,,1
Alma Española,"Soriano, Rodrigo",Directed,7269,,1
El Nuevo Mercurio,"Soriano, Rodrigo",Directed,7270,,1
Germinal,"Soriano, Rodrigo",Directed,7271,,2
La Vida Literaria,"Soriano, Rodrigo",Directed,7272,,2
Luz,"Soriano, Rodrigo",Directed,7273,,1
Revista Azul,"Soriano, Rodrigo",Directed,7274,,1
Vida Nueva,"Soriano, Rodrigo",Directed,7275,,4
La Vida Literaria,"Soroa Lasa, Marcelino",Directed,7276,,2
Gente Vieja,"Sorolla Labastida, Joaquín",Directed,7277,,1
Alma Española,"Sorolla, Joaquín",Directed,7278,,3
Germinal,"Sorolla, Joaquín",Directed,7279,,1
Alpha,"Soto Borda, Clímaco",Directed,7280,,2
La Gruta,"Soto Borda, Clímaco",Directed,7281,,2
Lectura Amena,"Soto Borda, Clímaco",Directed,7282,,3
Lectura y Arte,"Soto Borda, Clímaco",Directed,7283,,2
Revista Moderna. (Enciclopedia colombiana),"Soto Borda, Clímaco",Directed,7284,,1
Luz i Sombra,"Soto Álvarez, Carlos",Directed,7285,,4
Alpha,"Soto, Aquilino",Directed,7286,,1
Revista Azul,"Soulaine, Pierre",Directed,7287,,1
El Repertorio. Revista Mensual Ilustrada,"Sousa, Lope de",Directed,7288,,1
Germinal,"Sprenger, W.",Directed,7289,,1
Lectura Amena,"Stecchetti, Lorenzo",Directed,7290,,1
Revista Azul,"Stecchetti, Lorenzo",Directed,7291,,1
Alma Española,"Steinlen, Théophile-Alexandre",Directed,7292,,1
Luz,"Steinlen, Théophile-Alexandre",Directed,7293,,1
Panida,"Suarès, André",Directed,7294,,1
Revista Azul,"Sudermann, Hermann",Directed,7295,,1
Luz,"Sumner, Heywood",Directed,7296,,1
Germinal,"Susillo, Antonio",Directed,7297,,2
Luz i Sombra,"Suárez O., Emma",Directed,7298,,1
El Nuevo Mercurio,"Suárez de Figueroa, José",Directed,7299,,1
Revista Literaria. Publicación Mensual,"Suárez, Roberto",Directed,7300,,2
La Bibliotéca,"Sáenz Peña, Roque",Directed,7301,,4
Germinal,"Sáenz, Pedro",Directed,7302,,1
La Vida Literaria,"Sánchez Aroca, Rafaela",Directed,7303,,1
La Vida Literaria,"Sánchez Arévalo, C.",Directed,7304,,1
La Vida Literaria,"Sánchez Azcona, Juan",Directed,7305,,1
Revista Azul,"Sánchez Azcona, Juan",Directed,7306,,8
La Vida Literaria,"Sánchez Covisa, Fernando",Directed,7307,,20
Germinal,"Sánchez Díaz, Ramón",Directed,7308,,1
Gente Vieja,"Sánchez Garay, Concepción",Directed,7309,,12
Alma Española,"Sánchez González, José",Directed,7310,,1
Gente Vieja,"Sánchez Guerra, José",Directed,7311,,2
Luz,"Sánchez Paso, Fernando",Directed,7312,,2
Instantáneas,"Sánchez Pastor, Emilio",Directed,7313,,2
Revista Azul,"Sánchez Pastor, Emilio",Directed,7314,,1
Gente Vieja,"Sánchez Pesquera, Miguel",Directed,7315,,38
Revista Azul,"Sánchez Pesquera, Miguel",Directed,7316,,1
Gente Vieja,"Sánchez Pérez, Antonio",Directed,7317,,16
Germinal,"Sánchez Pérez, Antonio",Directed,7318,,1
Renacimiento,"Sánchez Ramírez, Ricardo",Directed,7319,,1
Instantáneas,"Sánchez Ramón, A",Directed,7320,,1
