Source,Target,Type,Id,Label,Weight
Germinal,"Béraud, Jean",Directed,4361,,1
Luz i Sombra,"Bórquez Solar, Antonio",Directed,4362,,11
Revista Literaria. Publicación Mensual,"Böhl de Faber y Ruiz de Larrea, Cecilia",Directed,4363,,1
Arte Joven,C.,Directed,4364,,1
La Vida Literaria,C.,Directed,4365,,2
Luz,C.,Directed,4366,,1
Vida Nueva,C.,Directed,4367,,1
Instantáneas,C. S. V.,Directed,4368,,2
Vida Nueva,"C. y B., F.",Directed,4369,,1
Vida Nueva,"Caamaño, Brígida M.",Directed,4370,,1
CULTURA,"Caballero, Lucas",Directed,4371,,1
Revista Azul,"Caballero, Manuel",Directed,4372,,2
Revista Literaria. Publicación Mensual,"Cabello de Carbonera, Mercedes",Directed,4373,,2
Gente Vieja,"Cabiedes, J.",Directed,4374,,1
Germinal,"Cabrera y Cantó, Fernando",Directed,4375,,1
La Habana Literaria,"Cabrera, Raimundo",Directed,4376,,3
Germinal,"Cacho, José del",Directed,4377,,1
Germinal,"Cadenas, José Juan",Directed,4378,,7
La Vida Literaria,"Cadenas, José Juan",Directed,4379,,1
Lectura Amena,"Cadenas, José Juan",Directed,4380,,1
Vida Nueva,"Cadenas, José Juan",Directed,4381,,2
Gente Vieja,Cagliostro,Directed,4382,,47
Revista Literaria. Publicación Mensual,"Caicedo Rojas, José",Directed,4383,,4
Revista Moderna. (Enciclopedia colombiana),"Caicedo Rojas, José",Directed,4384,,1
Gente Vieja,"Cala, Ramón de",Directed,4385,,1
La Bibliotéca,"Calandrelli, Matías",Directed,4386,,1
Vida Nueva,"Calatraveño y Valladares, Fernando",Directed,4387,,1
Alma Española,"Calatraveño, Fernando",Directed,4388,,1
Revista Azul,"Calcaño, Eduardo",Directed,4389,,1
Revista Literaria. Publicación Mensual,"Calcaño, Eduardo",Directed,4390,,1
Revista Azul,"Calcaño, José Antonio",Directed,4391,,1
Revista Literaria. Publicación Mensual,"Calcaño, José Antonio",Directed,4392,,3
Revista Literaria. Publicación Mensual,"Calcaño, Julio",Directed,4393,,4
Revista Azul,"Calcáneo, Andrés J.",Directed,4394,,1
Germinal,"Calderai, Doctor",Directed,4395,,1
Luz i Sombra,Calderouse,Directed,4396,,1
El Repertorio. Revista Mensual Ilustrada,"Calderón de la Barca, Pedro",Directed,4397,,1
Gente Vieja,"Calderón de la Barca, Pedro",Directed,4398,,1
Germinal,"Calderón y Arana, Alfredo",Directed,4399,,1
La Gruta,"Calderón, Luis Eduardo",Directed,4400,,1
Gente Vieja,"Calleja y Sánchez, Julián",Directed,4401,,1
Alma Española,"Calpena y Ávila, Luis",Directed,4402,,1
Gente Vieja,"Calvo Revilla, Luis",Directed,4403,,1
Gente Vieja,"Calvo Rodríguez, Carmelo",Directed,4404,,13
La Vida Literaria,"Calvo, Ricardo",Directed,4405,,1
Gente Vieja,"Calzada, Rafael",Directed,4406,,1
Gente Vieja,"Calzado, Adolfo",Directed,4407,,1
Alma Española,Camacho,Directed,4408,,9
Revista Literaria. Publicación Mensual,"Camacho Roldán, Salvador",Directed,4409,,1
Revista Moderna. (Enciclopedia colombiana),"Camacho Roldán, Salvador",Directed,4410,,1
CULTURA,"Camacho, Martín",Directed,4411,,1
Gente Vieja,"Camba, Julio",Directed,4412,,1
Helios,"Cambronero, Carlos",Directed,4413,,1
La Bohemia Alegre,"Campo, Carlos del",Directed,4414,,1
Revista Azul,"Campo, Ángel de",Directed,4415,,84
Germinal,"Campoamor, Ramón de",Directed,4416,,5
La Vida Literaria,"Campoamor, Ramón de",Directed,4417,,1
Revista Azul,"Campoamor, Ramón de",Directed,4418,,12
Revista Literaria. Publicación Mensual,"Campoamor, Ramón de",Directed,4419,,3
Vida Nueva,"Campoamor, Ramón de",Directed,4420,,1
Instantáneas,"Camporredondo, Adolfo F.",Directed,4421,,1
Alma Española,"Campos Campaña, Francisco",Directed,4422,,1
Gente Vieja,"Campos Cervera, Herib",Directed,4423,,1
Revista Azul,"Campos, Rubén M.",Directed,4424,,1
La Habana Literaria,"Camps, Gabriel",Directed,4425,,1
El Nuevo Mercurio,"Camões, Luís de",Directed,4426,,1
Gente Vieja,"Canalejas y Méndez, José",Directed,4427,,2
Luz,"Canals, Ricard",Directed,4428,,3
Alma Española,"Canals, Salvador",Directed,4429,,1
La Vida Literaria,"Canario, P.",Directed,4430,,1
El Repertorio. Revista Mensual Ilustrada,"Cancio Tobón, Juan",Directed,4431,,1
La Habana Literaria,"Cancio, Leopoldo",Directed,4432,,1
Arte Joven,"Candamo, Bernardo G. de",Directed,4433,,2
Gente Vieja,"Candamo, Bernardo G. de",Directed,4434,,1
Helios,"Candamo, Bernardo G. de",Directed,4435,,2
La Vida Literaria,"Candamo, Bernardo G. de",Directed,4436,,2
Revista Nueva Spain,"Candamo, Bernardo G. de",Directed,4437,,15
Alma Española,"Canga Argüelles, José",Directed,4438,,2
La Vida Literaria,"Canivell i Masbernat, Eudald",Directed,4439,,1
Alpha,"Cano Gutiérrez, Fidel",Directed,4440,,4
CULTURA,"Cano Gutiérrez, Fidel",Directed,4441,,3
El Montañés,"Cano Gutiérrez, Fidel",Directed,4442,,1
El Repertorio. Revista Mensual Ilustrada,"Cano Gutiérrez, Fidel",Directed,4443,,4
La Bohemia Alegre,"Cano Gutiérrez, Fidel",Directed,4444,,1
Lectura Amena,"Cano Gutiérrez, Fidel",Directed,4445,,5
Lectura y Arte,"Cano Gutiérrez, Fidel",Directed,4446,,1
Lectura y Arte,"Cano Isaza, F.",Directed,4447,,1
Alpha,"Cano Villegas, Gabriel",Directed,4448,,1
CULTURA,"Cano Villegas, Gabriel",Directed,4449,,1
Gente Vieja,"Cano y Masas, Leopoldo",Directed,4450,,19
Alpha,"Cano, Antonio José",Directed,4451,,4
Lectura Amena,"Cano, Antonio José",Directed,4452,,7
Lectura y Arte,"Cano, Antonio José",Directed,4453,,4
Panida,"Cano, Antonio José",Directed,4454,,1
Revista Contemporánea,"Cano, Antonio José",Directed,4455,,1
Trofeos,"Cano, Antonio José",Directed,4456,,1
Gente Vieja,"Cano, Carlos",Directed,4457,,13
La Vida Literaria,"Cano, Carlos",Directed,4458,,1
El Montañés,"Cano, Francisco Antonio",Directed,4459,,14
El Repertorio. Revista Mensual Ilustrada,"Cano, Francisco Antonio",Directed,4460,,21
Lectura y Arte,"Cano, Francisco Antonio",Directed,4461,,28
Alpha,"Cano, Luis",Directed,4462,,3
CULTURA,"Cano, Luis",Directed,4463,,1
Lectura Amena,"Cano, Luis",Directed,4464,,10
Helios,"Cansinos-Asséns, Rafael",Directed,4465,,3
Renacimiento,"Cansinos-Asséns, Rafael",Directed,4466,,1
La Gruta,"Cantillo, Liborio D.",Directed,4467,,1
Revista Literaria. Publicación Mensual,"Cantó Vilaplana, Gonzalo",Directed,4468,,1
La Bibliotéca,"Cané, Miguel",Directed,4469,,34
Gente Vieja,"Capdepón Maseres, Mariano",Directed,4470,,29
Gente Vieja,"Capella, Francisco",Directed,4471,,2
Revista Literaria. Publicación Mensual,"Capuana, Luigi",Directed,4472,,1
Germinal,"Capus, Alfred",Directed,4473,,1
Helios,"Capus, Alfred",Directed,4474,,1
La Vida Literaria,Caramba,Directed,4475,,2
La Gruta,"Carbonell, Gonzalo",Directed,4476,,1
La Vida Literaria,"Carcody, Rafael",Directed,4477,,1
Lectura Amena,"Cardenas, Bernardino",Directed,4478,,1
Revista Azul,"Carducci, Giosuè",Directed,4479,,2
Revista Literaria. Publicación Mensual,"Carducci, Giosuè",Directed,4480,,1
Revista Moderna. (Enciclopedia colombiana),"Carducci, Giosuè",Directed,4481,,1
Trofeos,"Carducci, Giosuè",Directed,4482,,8
La Vida Literaria,"Carlo, Juan B.",Directed,4483,,4
Gente Vieja,Carlota,Directed,4484,,1
Germinal,"Carlyle, Thomas",Directed,4485,,1
Revista Literaria. Publicación Mensual,"Carlyle, Thomas",Directed,4486,,1
Gente Vieja,"Carmena y Millán, Luis",Directed,4487,,1
Helios,"Carner, Josep",Directed,4488,,7
Renacimiento,"Carner, Josep",Directed,4489,,1
Revista Literaria. Publicación Mensual,"Caro, José Eusebio",Directed,4490,,16
CULTURA,"Caro, Luis Alejandro",Directed,4491,,1
CULTURA,"Caro, Miguel Antonio",Directed,4492,,1
Revista Azul,"Caro, Miguel Antonio",Directed,4493,,1
Revista Literaria. Publicación Mensual,"Caro, Miguel Antonio",Directed,4494,,10
Revista Moderna. (Enciclopedia colombiana),"Caro, Miguel Antonio",Directed,4495,,2
CULTURA,"Caro, Víctor Eduardo",Directed,4496,,1
Revista Literaria. Publicación Mensual,"Carranza, Adolfo Pedro",Directed,4497,,1
Gente Vieja,"Carranza, N. de",Directed,4498,,1
Alpha,"Carrasquilla L., Juan de Dios",Directed,4499,,1
Revista Contemporánea,"Carrasquilla L., Juan de Dios",Directed,4500,,3
Revista Literaria. Publicación Mensual,"Carrasquilla, Ricardo",Directed,4501,,1
Alpha,"Carrasquilla, Tomás",Directed,4502,,13
El Montañés,"Carrasquilla, Tomás",Directed,4503,,6
El Repertorio. Revista Mensual Ilustrada,"Carrasquilla, Tomás",Directed,4504,,1
Lectura Amena,"Carrasquilla, Tomás",Directed,4505,,1
La Vida Literaria,"Carrera, Enrique",Directed,4506,,1
Revista Moderna. (Enciclopedia colombiana),"Carrere Moreno, Emilio",Directed,4507,,1
El Nuevo Mercurio,"Carrere, Jean",Directed,4508,,1
La Vida Literaria,"Carretero, J.",Directed,4509,,1
Alma Española,"Carretero, Manuel",Directed,4510,,11
La Vida Literaria,"Carretero, Tomás",Directed,4511,,2
Revista Moderna. (Enciclopedia colombiana),"Carreño, Pedro M.",Directed,4512,,1
Alpha,"Carricarte, Arturo R. de",Directed,4513,,1
El Nuevo Mercurio,"Carricarte, Arturo R. de",Directed,4514,,1
Panida,"Carriego, Evaristo",Directed,4515,,2
Instantáneas,"Carrier-Belleuse, Albert-Ernest",Directed,4516,,1
Revista Azul,"Carrillo, Adolfo",Directed,4517,,1
Revista Azul,"Carrillo, E. G.",Directed,4518,,1
Revista Moderna. (Enciclopedia colombiana),"Carrillo, Enrique A.",Directed,4519,,5
Luz,"Carrière, Eugène",Directed,4520,,1
La Vida Literaria,Cartulino,Directed,4521,,1
Instantáneas,Cartílago,Directed,4522,,2
CULTURA,"Carvajal Borrero, Mario",Directed,4523,,15
NA,"Carvajal Borrero, Mario",Directed,4524,,1
Alpha,"Carvajal, Alberto",Directed,4525,,1
Revista Contemporánea,"Carvajal, Alberto",Directed,4526,,1
Trofeos,"Carvajal, Alberto",Directed,4527,,2
Alpha,"Carvajal, M.A.",Directed,4528,,3
Lectura Amena,"Carvajal, M.A.",Directed,4529,,2
Revista Contemporánea,"Carvajal, M.A.",Directed,4530,,1
Trofeos,"Carvajal, M.A.",Directed,4531,,4
Revista Contemporánea,"Carvajal, Manuel A.",Directed,4532,,2
CULTURA,"Carvajal, Manuel Antonio",Directed,4533,,15
Lectura y Arte,"Carvajal, Manuel Antonio",Directed,4534,,1
Renacimiento,"Carvalho, Elysio de",Directed,4535,,1
Luz i Sombra,"Carvallo, Ramón Liborio",Directed,4536,,1
La Vida Literaria,"Casado, M.",Directed,4537,,1
La Habana Literaria,"Casal, Julián del",Directed,4538,,7
Lectura Amena,"Casal, Julián del",Directed,4539,,1
Revista Azul,"Casal, Julián del",Directed,4540,,16
Revista Moderna. (Enciclopedia colombiana),"Casas Castañeda, José Joaquín",Directed,4541,,4
Revista Moderna. (Enciclopedia colombiana),"Casas Castañeda, Vicente",Directed,4542,,1
Germinal,"Casas, Elisa",Directed,4543,,4
Luz,"Casas, Ramón",Directed,4544,,1
Alma Española,"Casañal Shakery, Alberto",Directed,4545,,1
Gente Vieja,"Casañal Shakery, Alberto",Directed,4546,,1
Luz,"Casellas, Raimón",Directed,4547,,1
Vida Nueva,"Casenave, José de",Directed,4548,,1
La Bibliotéca,"Caspe y Rodríguez, Antonio",Directed,4549,,2
Gente Vieja,"Cassá, Eduardo",Directed,4550,,1
Alma Española,"Castelar, Emilio",Directed,4551,,1
El Repertorio. Revista Mensual Ilustrada,"Castelar, Emilio",Directed,4552,,1
Gente Vieja,"Castelar, Emilio",Directed,4553,,2
Revista Azul,"Castelar, Emilio",Directed,4554,,4
Vida Nueva,"Castelar, Emilio",Directed,4555,,1
Lectura y Arte,"Castell, Ángel María",Directed,4556,,1
La Gruta,"Castello, Carlos",Directed,4557,,4
La Gruta,"Castello, Manuel",Directed,4558,,1
Revista Azul,"Castelnuovo, Enrico",Directed,4559,,3
Lectura y Arte,"Castilla Baena, Clodomiro",Directed,4560,,1
El Nuevo Mercurio,"Castillo Ledón, Luis",Directed,4561,,1
La Habana Literaria,"Castillo de González, Aurelia",Directed,4562,,4
CULTURA,"Castillo, Eduardo",Directed,4563,,5
Trofeos,"Castillo, Eduardo",Directed,4564,,1
Alma Española,"Castillo, Enrique del",Directed,4565,,2
Revista Azul,"Castillón, J. A.",Directed,4566,,4
Revista Literaria. Publicación Mensual,"Castro y Serrano, José de",Directed,4567,,1
Alpha,"Castro, Alfonso",Directed,4568,,2
CULTURA,"Castro, Alfonso",Directed,4569,,3
El Repertorio. Revista Mensual Ilustrada,"Castro, Alfonso",Directed,4570,,1
Lectura Amena,"Castro, Alfonso",Directed,4571,,5
Lectura y Arte,"Castro, Alfonso",Directed,4572,,1
Alma Española,"Castro, Cristóbal de",Directed,4573,,2
CULTURA,"Castro, Eugenio de",Directed,4574,,1
Trofeos,"Castro, Eugenio de",Directed,4575,,3
El Nuevo Mercurio,"Castro, Eugénio de",Directed,4576,,1
Germinal,"Castro, Eugénio de",Directed,4577,,2
La Vida Literaria,"Castro, Eugénio de",Directed,4578,,2
Germinal,"Castro, Gonzalo de",Directed,4579,,1
Gente Vieja,"Castro, Nicolás de",Directed,4580,,1
Luz,"Castro, Rosalía de",Directed,4581,,1
Vida Nueva,"Castro, Salvador V. de",Directed,4582,,2
Alma Española,"Castrovido, Roberto",Directed,4583,,1
Vida Nueva,"Castrovido, Roberto de",Directed,4584,,1
Gente Vieja,"Catalina, Severo",Directed,4585,,7
Luz i Sombra,"Catalá, Carlos C.",Directed,4586,,1
Gente Vieja,"Catarineu, Ricardo J.",Directed,4587,,1
Germinal,"Catarineu, Ricardo J.",Directed,4588,,2
La Vida Literaria,"Catarineu, Ricardo J.",Directed,4589,,1
Luz i Sombra,"Catarineu, Ricardo J.",Directed,4590,,1
Revista Azul,"Catarineu, Ricardo J.",Directed,4591,,1
Luz,"Catrei, Guy Anatole",Directed,4592,,1
Alma Española,Caula,Directed,4593,,1
Gente Vieja,"Cavestany, Juan Antonio",Directed,4594,,2
Revista Azul,"Cay, Raoul J.",Directed,4595,,3
La Vida Literaria,Cayuela,Directed,4596,,2
Revista Azul,"Cazalis, Henri",Directed,4597,,4
Revista Moderna. (Enciclopedia colombiana),"Cañas, Juan José",Directed,4598,,1
El Montañés,"Ceballos Quintana, Enrique",Directed,4599,,2
Luz i Sombra,Ceda,Directed,4600,,1
Helios,"Cejador y Frauca, Julio",Directed,4601,,1
Luz i Sombra,"Celis Maturana, Víctor",Directed,4602,,3
Vida Nueva,"Cerda, Luis de la",Directed,4603,,1
La Gruta,"Cervantes, Edmundo",Directed,4604,,1
Revista Literaria. Publicación Mensual,"Cervantes, Próspero",Directed,4605,,1
Gente Vieja,"Cervera y Topete, Pascual",Directed,4606,,1
Trofeos,"Cervera, Manuel",Directed,4607,,3
Lectura Amena,"Cervera, Manuel S.",Directed,4608,,1
Alma Española,"Cervera, P.",Directed,4609,,2
La Bibliotéca,"Cerviño, Pedro Antonio",Directed,4610,,1
Revista Moderna. (Enciclopedia colombiana),"Cestero, Tulio",Directed,4611,,1
El Nuevo Mercurio,"Cestero, Tulio M.",Directed,4612,,1
Trofeos,"Cestero, Tulio Manuel",Directed,4613,,2
Luz i Sombra,"Chacón Lorca, Luis Eduardo",Directed,4614,,4
Luz i Sombra,"Chamorro i Ch., Claudio",Directed,4615,,1
El Nuevo Mercurio,"Champourcin, F. Michel de",Directed,4616,,1
Alma Española,"Chapí, Ruperto",Directed,4617,,2
Gente Vieja,"Chapí, Ruperto",Directed,4618,,1
Gente Vieja,"Charriaut, Henri",Directed,4619,,1
Revista Literaria. Publicación Mensual,"Charton, Ernest",Directed,4620,,1
Revista Azul,Chateaubriad,Directed,4621,,1
Alma Española,"Chateaubriand, François-René de",Directed,4622,,1
Lectura y Arte,"Chaumeix, André",Directed,4623,,1
El Montañés,"Chaux, Simón",Directed,4624,,1
Alma Española,Chaves,Directed,4625,,1
La Gruta,"Chaves, J.R.",Directed,4626,,1
Revista Azul,"Chavette, Eugène",Directed,4627,,1
Revista Literaria. Publicación Mensual,Chen Jitong,Directed,4628,,1
Revista Azul,"Cherbuliez, Victor",Directed,4629,,2
El Nuevo Mercurio,"Chocano, José Santos",Directed,4630,,3
Renacimiento,"Chocano, José Santos",Directed,4631,,2
Revista Azul,"Chocano, José Santos",Directed,4632,,16
Luz,"Christiansen, Hans",Directed,4633,,1
Luz,"Chénier, André",Directed,4634,,5
Revista Azul,"Chénier, André",Directed,4635,,1
Trofeos,"Chénier, André",Directed,4636,,1
Luz,"Chéret, Jules",Directed,4637,,3
Alma Española,"Cicero, Marcus Tullius",Directed,4638,,2
Gente Vieja,"Cidrón, Manuel",Directed,4639,,1
La Vida Literaria,"Cilla Pérez, Ramón",Directed,4640,,1
Luz i Sombra,"Cilla Pérez, Ramón",Directed,4641,,1
Revista Azul,"Cladel, Léon",Directed,4642,,1
El Nuevo Mercurio,"Claretie, Jules",Directed,4643,,1
Gente Vieja,"Claretie, Jules",Directed,4644,,1
Revista Moderna. (Enciclopedia colombiana),"Claretie, Jules",Directed,4645,,1
Revista Azul,"Claretie, Léo",Directed,4646,,3
Panida,"Claussen, Sophus",Directed,4647,,1
Alma Española,Clavigero,Directed,4648,,3
Revista Literaria. Publicación Mensual,"Clavijo Durán, Antonio",Directed,4649,,1
Revista Literaria. Publicación Mensual,"Cobban, J. MacLaren",Directed,4650,,1
Gente Vieja,"Coello y Quesada, José",Directed,4651,,1
Revista Azul,"Coll, Pedro Emilio",Directed,4652,,3
Revista Moderna. (Enciclopedia colombiana),"Coll, Pedro Emilio",Directed,4653,,1
Revista Azul,"Collado, C. del",Directed,4654,,1
Gente Vieja,"Collantes, Saturnino Esteban",Directed,4655,,8
Revista Literaria. Publicación Mensual,"Collas, Louis-Charles",Directed,4656,,1
Gente Vieja,"Colorado, Vicente",Directed,4657,,21
Germinal,"Colorado, Vicente",Directed,4658,,1
Revista Literaria. Publicación Mensual,"Colorado, Vicente",Directed,4659,,1
Revista Nueva Spain,"Colorado, Vicente",Directed,4660,,9
Vida Nueva,"Colorado, Vicente",Directed,4661,,1
CULTURA,"Colín, Eduardo",Directed,4662,,2
Revista Moderna. (Enciclopedia colombiana),Comandante de Civrieux,Directed,4663,,1
Alma Española,"Comba y García, Juan",Directed,4664,,1
Alma Española,"Compañy, Manuel",Directed,4665,,25
Luz i Sombra,"Conde, Eugenio",Directed,4666,,1
Helios,"Congosto, Mateo",Directed,4667,,1
Gente Vieja,"Conrotte, Manuel",Directed,4668,,13
La Gruta,"Consuegra, Manuel S.",Directed,4669,,1
Gente Vieja,"Conte, Octavio J.",Directed,4670,,3
Alma Española,"Conti, Isidoro",Directed,4671,,1
Vida Nueva,"Contreras y Camargo, Enrique",Directed,4672,,1
Revista Azul,"Contreras, Felipe T.",Directed,4673,,1
CULTURA,"Contreras, Francisco",Directed,4674,,1
El Nuevo Mercurio,"Contreras, Francisco",Directed,4675,,2
Gente Vieja,"Contreras, Juan",Directed,4676,,1
Alma Española,"Convoy, J. S.",Directed,4677,,1
Revista Literaria. Publicación Mensual,"Cooke, John Esten",Directed,4678,,1
Germinal,"Coomans, Joseph",Directed,4679,,2
La Habana Literaria,"Coppinger, Cornelio C.",Directed,4680,,1
Revista Azul,Coppler,Directed,4681,,1
Gente Vieja,"Coppée, François",Directed,4682,,9
Germinal,"Coppée, François",Directed,4683,,1
La Habana Literaria,"Coppée, François",Directed,4684,,1
Lectura Amena,"Coppée, François",Directed,4685,,1
Revista Azul,"Coppée, François",Directed,4686,,12
Revista Literaria. Publicación Mensual,"Coppée, François",Directed,4687,,1
Revista Moderna. (Enciclopedia colombiana),"Coppée, François",Directed,4688,,1
CULTURA,"Coradine, Alberto",Directed,4689,,11
Germinal,"Cordero Velasco, P.",Directed,4690,,1
Revista Literaria. Publicación Mensual,"Cordovez Moure, José María",Directed,4691,,2
Revista Moderna. (Enciclopedia colombiana),"Cordovez Moure, José María",Directed,4692,,1
La Bibliotéca,"Cornet y Prat, Antonio",Directed,4693,,1
Revista Nueva Spain,"Cornuty, Henry",Directed,4694,,1
La Vida Literaria,"Corominas, Pedro",Directed,4695,,13
Gente Vieja,"Coronado, Carolina",Directed,4696,,4
La Bibliotéca,Coronel Maler,Directed,4697,,1
CULTURA,"Corral, Jesús M. del",Directed,4698,,1
El Montañés,"Corral, Jesús M. del",Directed,4699,,1
El Repertorio. Revista Mensual Ilustrada,"Corral, Jesús M. del",Directed,4700,,3
Lectura Amena,"Corral, Jesús M. del",Directed,4701,,1
La Bohemia Alegre,"Corral, M. Antonio del",Directed,4702,,1
Revista Nueva Spain,"Corrales y Sánchez, Enrique",Directed,4703,,12
Gente Vieja,"Correa de Malvehy, Avelina",Directed,4704,,1
Revista Azul,"Correa, Eduardo J.",Directed,4705,,2
Instantáneas,"Correa, Rafael",Directed,4706,,1
Alpha,"Correa, Ramón",Directed,4707,,1
El Nuevo Mercurio,"Cortón, Antonio",Directed,4708,,1
La Vida Literaria,"Cosano de Sanjuan, Julio",Directed,4709,,1
Alma Española,"Costa y Martínez, Joaquín",Directed,4710,,2
Vida Nueva,"Costa y Martínez, Joaquín",Directed,4711,,1
Alma Española,"Courrier, Paul-Louis",Directed,4712,,1
Revista Azul,"Courteline, Georges",Directed,4713,,3
La Bibliotéca,"Courtois, Ulric",Directed,4714,,3
Revista Azul,"Couto Castillo, Bernardo",Directed,4715,,3
El Nuevo Mercurio,"Cravioto, Alfonso",Directed,4716,,1
Alma Española,"Crawford, Francis Marion",Directed,4717,,2
Revista Nueva Spain,"Crespo, P.",Directed,4718,,1
Alpha,"Creta, Ruy de",Directed,4719,,1
Luz i Sombra,"Criado Tejada, Víctor L.",Directed,4720,,1
Luz i Sombra,"Crocano, José S.",Directed,4721,,1
Arte Joven,"Cros, Manuel",Directed,4722,,1
Germinal,"Cruz y Prada, C. de la",Directed,4723,,3
Alpha,"Cruz, Efraím de la",Directed,4724,,2
Alpha,"Cruz, Jorge de la",Directed,4725,,4
La Habana Literaria,"Cruz, Manuel de la",Directed,4726,,2
Helios,"Cruz, Ramón de la",Directed,4727,,1
La Habana Literaria,"Cuadro, B.",Directed,4728,,1
Revista Azul,"Cuenca, Agustín F.",Directed,4729,,1
Alma Española,"Cuenca, Carlos Luis de",Directed,4730,,2
Gente Vieja,"Cuero Pita Pizarro, Luis de",Directed,4731,,10
Revista Moderna. (Enciclopedia colombiana),"Cuervo Márquez, Carlos",Directed,4732,,5
Alpha,"Cuervo Márquez, Emilio",Directed,4733,,1
Revista Moderna. (Enciclopedia colombiana),"Cuervo Márquez, Emilio",Directed,4734,,8
Luz,"Cuervo, Angel",Directed,4735,,5
CULTURA,"Cuervo, Luis Augusto",Directed,4736,,7
Revista Moderna. (Enciclopedia colombiana),"Cuervo, Luis Augusto",Directed,4737,,1
Revista Contemporánea,"Cuervo, Rufino José",Directed,4738,,1
Trofeos,"Cuervo, Rufino José",Directed,4739,,2
Revista Nueva Spain,"Cueva, Salvador",Directed,4740,,1
Helios,"Cunninghame Graham, Robert Bontine",Directed,4741,,1
Germinal,"Cutanda, Vicente",Directed,4742,,1
Vida Nueva,"Cutanda, Vicente",Directed,4743,,1
Revista Literaria. Publicación Mensual,"Cuéllar Durán, Zoilo",Directed,4744,,1
La Vida Literaria,"Cuéllar, José de",Directed,4745,,1
Instantáneas,"Cyrano de Bergerac, Savinien de",Directed,4746,,1
Luz i Sombra,"Cyrano de Bergerac, Savinien de",Directed,4747,,12
Revista Nueva Spain,"Cyrano de Bergerac, Savinien de",Directed,4748,,4
Gente Vieja,"Cánovas del Castillo, Antonio",Directed,4749,,1
