Source,Target,Type,Id,Label,Weight,n
El Repertorio. Revista Mensual Ilustrada,"Pascal, Blaise",Directed,858,,1,1
Lectura Amena,"Pastor Ríos, Justo",Directed,859,,1,1
El Montañés,"Peláez, Anatolio",Directed,860,,1,1
Alpha,"Peláez, Aurelio",Directed,861,,1,1
Revista Literaria. Publicación Mensual,"Peláez, Fidel",Directed,862,,1,1
Revista Contemporánea,"Pereira Gamba, Fortunato",Directed,863,,2,2
Revista Moderna. (Enciclopedia colombiana),"Pereira Gamba, Fortunato",Directed,864,,1,1
Revista Literaria. Publicación Mensual,"Pereira Gamba, Próspero",Directed,865,,16,16
Revista Moderna. (Enciclopedia colombiana),"Perrier, Joseph-Luis",Directed,866,,1,1
Trofeos,"Peña, Pedro A.",Directed,867,,1,1
Alpha,"Pichardo S., Manuel",Directed,868,,1,1
Revista Literaria. Publicación Mensual,"Picón Febrés, Gonzalo",Directed,869,,1,1
El Montañés,"Pillo, C.",Directed,870,,1,1
Trofeos,"Pilon, Edmond",Directed,871,,1,1
La Gruta,"Pinto, Eliseo",Directed,872,,1,1
Revista Moderna. (Enciclopedia colombiana),"Pinxit, Ch. Gill",Directed,873,,1,1
Revista Literaria. Publicación Mensual,"Pizano, Marco A.",Directed,874,,1,1
Revista Literaria. Publicación Mensual,"Pizarro, Alejandro",Directed,875,,3,3
El Repertorio. Revista Mensual Ilustrada,Platón,Directed,876,,1,1
Alpha,"Poe, Edgar Allan",Directed,877,,1,1
Lectura Amena,"Poe, Edgar Allan",Directed,878,,1,1
Panida,"Poe, Edgar Allan",Directed,879,,1,1
Revista Moderna. (Enciclopedia colombiana),"Pombo, Lino de",Directed,880,,1,1
La Gruta,"Pombo, Rafael",Directed,881,,1,1
Lectura Amena,"Pombo, Rafael",Directed,882,,3,3
Revista Literaria. Publicación Mensual,"Pombo, Rafael",Directed,883,,5,5
Revista Literaria. Publicación Mensual,"Porcar y Tió, Manuel",Directed,884,,1,1
Revista Literaria. Publicación Mensual,"Porras, José Ángel",Directed,885,,3,3
Alpha,"Posada Arango, Andrés",Directed,886,,2,2
El Montañés,"Posada Arango, Andrés",Directed,887,,1,1
El Repertorio. Revista Mensual Ilustrada,"Posada Hernández, Antonio",Directed,888,,2,2
La Bohemia Alegre,"Posada Hernández, Antonio",Directed,889,,3,3
CULTURA,"Posada, Adolfo",Directed,890,,2,2
Revista Contemporánea,"Posada, Eduardo",Directed,891,,6,6
Revista Literaria. Publicación Mensual,"Posada, Eduardo",Directed,892,,2,2
Revista Moderna. (Enciclopedia colombiana),"Posada, Eduardo",Directed,893,,1,1
Trofeos,"Posada, Eduardo",Directed,894,,3,3
La Gruta,"Posada, Guillermo",Directed,895,,1,1
Lectura Amena,"Posada, Guillermo",Directed,896,,1,1
Lectura y Arte,"Posada, Guillermo",Directed,897,,1,1
Trofeos,"Posada, Guillermo",Directed,898,,4,4
CULTURA,"Prevost, Marcel",Directed,899,,1,1
Revista Contemporánea,"Prudhomme, Sully",Directed,900,,1,1
Revista Literaria. Publicación Mensual,"Prudhomme, Sully",Directed,901,,2,2
Revista Moderna. (Enciclopedia colombiana),"Prudhomme, Sully",Directed,902,,1,1
Trofeos,"Prudhomme, Sully",Directed,903,,4,4
El Repertorio. Revista Mensual Ilustrada,"Prutz, Robert",Directed,904,,1,1
Revista Literaria. Publicación Mensual,"Préndez Murúa, Pedro Nolasco",Directed,905,,1,1
Revista Literaria. Publicación Mensual,"Puga de Losada, Amalia",Directed,906,,1,1
Revista Moderna. (Enciclopedia colombiana),"Pujol Martínez, Juan",Directed,907,,1,1
Revista Literaria. Publicación Mensual,"Páez M., Julián",Directed,908,,1,1
Revista Contemporánea,"Pérez Monsalva, Santiago",Directed,909,,2,2
Revista Literaria. Publicación Mensual,"Pérez Nieva, Alfonso",Directed,910,,1,1
Alpha,"Pérez Triana, Santiago",Directed,911,,2,2
El Montañés,"Pérez Triana, Santiago",Directed,912,,1,1
Lectura y Arte,"Pérez Triana, Santiago",Directed,913,,1,1
Revista Contemporánea,"Pérez Triana, Santiago",Directed,914,,3,3
Revista Moderna. (Enciclopedia colombiana),"Pérez Triana, Santiago",Directed,915,,2,2
Lectura Amena,"Pérez Zúñiga, Juan",Directed,916,,1,1
Lectura y Arte,"Pérez Zúñiga, Juan",Directed,917,,1,1
Revista Literaria. Publicación Mensual,"Pérez de Guzmán y Gallo, Juan",Directed,918,,2,2
Revista Moderna. (Enciclopedia colombiana),"Pérez, A. J.",Directed,919,,1,1
CULTURA,"Pérez, Enrique",Directed,920,,1,1
Revista Literaria. Publicación Mensual,"Pérez, Felipe",Directed,921,,1,1
El Montañés,"Pérez, Gregorio",Directed,922,,1,1
El Montañés,"Pérez, Rafael",Directed,923,,1,1
Revista Literaria. Publicación Mensual,"Pí y Margall, Francisco",Directed,924,,1,1
La Bohemia Alegre,"Quevedo Álvarez, Tomás",Directed,925,,5,5
Revista Literaria. Publicación Mensual,"Quevedo, Francisco de",Directed,926,,1,1
La Gruta,"Quijano Torres, Antonio",Directed,927,,1,1
CULTURA,"Quijano, Arturo",Directed,928,,1,1
La Gruta,"Quijano, Arturo",Directed,929,,5,5
Revista Moderna. (Enciclopedia colombiana),"Quijano, Arturo",Directed,930,,1,1
La Gruta,"Quijano, Arturo A.",Directed,931,,1,1
Alpha,RR.LL,Directed,932,,1,1
Revista Moderna. (Enciclopedia colombiana),"Rabot, Charles",Directed,933,,1,1
Alpha,Rachilde,Directed,934,,1,1
Revista Literaria. Publicación Mensual,"Ramos Ruiz, Gonzalo",Directed,935,,1,1
Revista Moderna. (Enciclopedia colombiana),"Ramos Urdaneta, Alfredo",Directed,936,,6,6
Alpha,"Ramos, José Luis",Directed,937,,1,1
Lectura y Arte,"Ramírez G., Enrique",Directed,938,,2,2
Alpha,"Ramírez, Clodomiro",Directed,939,,1,1
CULTURA,"Ramírez, Clodomiro",Directed,940,,1,1
CULTURA,"Rasch Isla, Miguel",Directed,941,,4,4
Revista Moderna. (Enciclopedia colombiana),"Rasch Isla, Miguel",Directed,942,,1,1
Panida,"Remouchamps, Victor",Directed,943,,1,1
Alpha,"Rendón, Francisco de Paula",Directed,944,,2,2
Lectura y Arte,"Rendón, Francisco de Paula",Directed,945,,1,1
CULTURA,"Rendón, Ricardo",Directed,946,,1,1
Panida,"Rendón, Ricardo",Directed,947,,19,19
Alpha,"Restrepo Briceño, Fernando",Directed,948,,1,1
El Montañés,"Restrepo E., José Vicente",Directed,949,,1,1
Alpha,"Restrepo Euse, Álvaro",Directed,950,,3,3
La Gruta,"Restrepo Gómez, Francisco",Directed,951,,1,1
Revista Moderna. (Enciclopedia colombiana),"Restrepo Gómez, Francisco",Directed,952,,2,2
Panida,"Restrepo Jaramillo, José Luis",Directed,953,,1,1
Revista Literaria. Publicación Mensual,"Restrepo Maya, José María",Directed,954,,3,3
Panida,"Restrepo Olarte, Jesús",Directed,955,,5,5
Alpha,"Restrepo Restrepo, Antonio María",Directed,956,,4,4
El Repertorio. Revista Mensual Ilustrada,"Restrepo Restrepo, Antonio María",Directed,957,,3,3
La Bohemia Alegre,"Restrepo Restrepo, Antonio María",Directed,958,,6,6
Lectura Amena,"Restrepo Restrepo, Antonio María",Directed,959,,18,18
Lectura y Arte,"Restrepo Restrepo, Antonio María",Directed,960,,1,1
Panida,"Restrepo Restrepo, Antonio María",Directed,961,,2,2
Alpha,"Restrepo Restrepo, Carlos Eugenio",Directed,962,,4,4
CULTURA,"Restrepo Restrepo, Carlos Eugenio",Directed,963,,2,2
El Montañés,"Restrepo Restrepo, Carlos Eugenio",Directed,964,,3,3
El Repertorio. Revista Mensual Ilustrada,"Restrepo Restrepo, Carlos Eugenio",Directed,965,,2,2
La Bohemia Alegre,"Restrepo Restrepo, Carlos Eugenio",Directed,966,,1,1
Lectura y Arte,"Restrepo Restrepo, Carlos Eugenio",Directed,967,,3,3
Alpha,"Restrepo Rivera, J.",Directed,968,,2,2
Panida,"Restrepo Rivera, Jesús",Directed,969,,3,3
CULTURA,"Restrepo Rivera, José",Directed,970,,6,6
Revista Moderna. (Enciclopedia colombiana),"Restrepo Sáenz, José María",Directed,971,,1,1
Revista Literaria. Publicación Mensual,"Restrepo Tirado, Ernesto",Directed,972,,15,15
Revista Moderna. (Enciclopedia colombiana),"Restrepo Tirado, Ernesto",Directed,973,,4,4
Revista Literaria. Publicación Mensual,"Restrepo Vélez, José Manuel",Directed,974,,2,2
Alpha,"Restrepo, Antonio José",Directed,975,,4,4
Revista Literaria. Publicación Mensual,"Restrepo, José Manuel",Directed,976,,9,9
Revista Moderna. (Enciclopedia colombiana),"Restrepo, José Manuel",Directed,977,,1,1
El Montañés,"Restrepo, José María",Directed,978,,2,2
El Repertorio. Revista Mensual Ilustrada,"Restrepo, Juan de Dios",Directed,979,,2,2
El Repertorio. Revista Mensual Ilustrada,"Restrepo, Lisandro",Directed,980,,1,1
La Bohemia Alegre,"Restrepo, Lisandro",Directed,981,,1,1
El Montañés,"Restrepo, Lucio A.",Directed,982,,5,5
El Montañés,"Restrepo, Paulo Emilio",Directed,983,,1,1
El Repertorio. Revista Mensual Ilustrada,"Restrepo, Paulo Emilio",Directed,984,,2,2
Alpha,"Restrepo, Saturnino",Directed,985,,33,33
El Montañés,"Restrepo, Saturnino",Directed,986,,6,6
El Repertorio. Revista Mensual Ilustrada,"Restrepo, Saturnino",Directed,987,,3,3
La Bohemia Alegre,"Restrepo, Saturnino",Directed,988,,9,9
Lectura Amena,"Restrepo, Saturnino",Directed,989,,2,2
Lectura y Arte,"Restrepo, Saturnino",Directed,990,,4,4
Revista Contemporánea,"Restrepo, Saturnino",Directed,991,,1,1
Trofeos,"Restrepo, Saturnino",Directed,992,,1,1
Revista Literaria. Publicación Mensual,"Restrepo, Vicente",Directed,993,,17,17
Trofeos,"Retté, Adolphe",Directed,994,,1,1
Lectura Amena,"Riche, Iván",Directed,995,,1,1
Lectura Amena,"Rios de Lamperez, Blanca de los",Directed,996,,1,1
La Gruta,"Rivas Frade, Federico",Directed,997,,8,8
Revista Literaria. Publicación Mensual,"Rivas Frade, Federico",Directed,998,,2,2
Revista Moderna. (Enciclopedia colombiana),"Rivas Groot, Evaristo",Directed,999,,1,1
Revista Literaria. Publicación Mensual,"Rivas Groot, José María",Directed,1000,,3,3
Revista Moderna. (Enciclopedia colombiana),"Rivas Groot, José María",Directed,1001,,1,1
Revista Literaria. Publicación Mensual,"Rivas, Medardo",Directed,1002,,4,4
CULTURA,"Rivas, Raimundo",Directed,1003,,22,22
Revista Literaria. Publicación Mensual,"Rivera y Garrido, Luciano",Directed,1004,,4,4
CULTURA,"Rivera, José Eustasio",Directed,1005,,2,2
Lectura Amena,"Robledo J., Alfonso",Directed,1006,,1,1
Lectura y Arte,"Robledo Villa, Alonso",Directed,1007,,1,1
El Montañés,"Robledo, Emilio",Directed,1008,,3,3
Alpha,"Robledo, Eusebio",Directed,1009,,1,1
El Repertorio. Revista Mensual Ilustrada,"Robledo, Eusebio",Directed,1010,,4,4
Lectura Amena,"Robledo, Eusebio",Directed,1011,,3,3
Lectura y Arte,"Robledo, Eusebio",Directed,1012,,2,2
Revista Moderna. (Enciclopedia colombiana),"Robledo, Eusebio",Directed,1013,,1,1
Lectura Amena,"Robledo, Jorge Samuel",Directed,1014,,2,2
Revista Literaria. Publicación Mensual,"Rocha, Joaquín",Directed,1015,,1,1
Lectura Amena,"Rochefort, Henri",Directed,1016,,2,2
Revista Literaria. Publicación Mensual,"Rodríguez G., Sixto",Directed,1017,,1,1
Alpha,"Rodríguez Moya, Francisco",Directed,1018,,1,1
Lectura Amena,"Rodríguez Moya, Francisco",Directed,1019,,4,4
Revista Contemporánea,"Rodríguez O., Eugenio",Directed,1020,,2,2
Panida,"Rodríguez Rendueles, M.",Directed,1021,,1,1
Revista Literaria. Publicación Mensual,"Rodríguez Zapata, Francisco",Directed,1022,,1,1
El Montañés,"Rodríguez, Alfredo J.",Directed,1023,,1,1
El Montañés,"Rodríguez, Horacio Marino",Directed,1024,,28,28
El Repertorio. Revista Mensual Ilustrada,"Rodríguez, Horacio Marino",Directed,1025,,95,95
El Montañés,"Rodríguez, Melitón",Directed,1026,,4,4
Lectura y Arte,"Rodríguez, Melitón",Directed,1027,,1,1
Panida,"Rodó, José Enrique",Directed,1028,,1,1
Revista Moderna. (Enciclopedia colombiana),"Rodó, José Enrique",Directed,1029,,1,1
Revista Contemporánea,"Rojas, Julio A.",Directed,1030,,1,1
Alpha,"Rollinat, Maurice",Directed,1031,,1,1
Revista Literaria. Publicación Mensual,"Romero A., Ángel María",Directed,1032,,3,3
Revista Literaria. Publicación Mensual,"Romero P., Carlos",Directed,1033,,1,1
Trofeos,"Rosa, Leopoldo de la",Directed,1034,,1,1
CULTURA,"Rosales, Carlos N.",Directed,1035,,1,1
Revista Moderna. (Enciclopedia colombiana),"Rosales, Carlos N.",Directed,1036,,1,1
Revista Literaria. Publicación Mensual,"Rosas, Gabriel",Directed,1037,,1,1
Revista Literaria. Publicación Mensual,"Rossel, Juan C.",Directed,1038,,1,1
Lectura Amena,"Roure, José de",Directed,1039,,1,1
Revista Moderna. (Enciclopedia colombiana),"Roux, Hugo Le",Directed,1040,,1,1
La Gruta,"Rozo Martínez, Darío",Directed,1041,,1,1
Revista Literaria. Publicación Mensual,"Rubió y Ors, Joaquín",Directed,1042,,1,1
CULTURA,"Rueda Vargas, Tomás",Directed,1043,,4,4
El Repertorio. Revista Mensual Ilustrada,"Rueda, Salvador",Directed,1044,,1,1
Lectura y Arte,"Rueda, Salvador",Directed,1045,,1,1
Lectura Amena,"Rusiñol, Santiago",Directed,1046,,1,1
Panida,"Rusiñol, Santiago",Directed,1047,,1,1
Revista Moderna. (Enciclopedia colombiana),"Ruíz, Dael",Directed,1048,,12,12
Trofeos,"Régnier, Henri de",Directed,1049,,1,1
La Gruta,"Rémy, François",Directed,1050,,4,4
La Gruta,"Saavedra Galindo, José Manuel",Directed,1051,,1,1
Revista Moderna. (Enciclopedia colombiana),"Saavedra Molina, Julio",Directed,1052,,1,1
El Repertorio. Revista Mensual Ilustrada,"Saavedra, Ángel de",Directed,1053,,1,1
Revista Literaria. Publicación Mensual,"Sacher-Masoch, Leopold von",Directed,1054,,2,2
Revista Literaria. Publicación Mensual,"Saco, Eduardo",Directed,1055,,1,1
Revista Moderna. (Enciclopedia colombiana),"Saco, José Antonio",Directed,1056,,1,1
El Repertorio. Revista Mensual Ilustrada,"Saint-Victor, Paul de",Directed,1057,,1,1
Revista Moderna. (Enciclopedia colombiana),"Saint-Victor, Paul de",Directed,1058,,1,1
Revista Moderna. (Enciclopedia colombiana),"Salamanca Torres, Demetrio",Directed,1059,,1,1
El Montañés,Salazar H. Jerónimo,Directed,1060,,1,1
Lectura y Arte,"Salazar Álvarez, José María",Directed,1061,,1,1
Lectura Amena,Salduba,Directed,1062,,1,1
Revista Literaria. Publicación Mensual,"Samper de Ancízar, Agripina",Directed,1063,,1,1
Revista Contemporánea,"Samper, Emilio",Directed,1064,,2,2
Revista Literaria. Publicación Mensual,"Samper, José María",Directed,1065,,1,1
Revista Moderna. (Enciclopedia colombiana),"Samper, Miguel",Directed,1066,,1,1
CULTURA,"Sanchéz de Iriarte, Alberto",Directed,1067,,1,1
Revista Moderna. (Enciclopedia colombiana),Sant Pinxit,Directed,1068,,1,1
Trofeos,"Santa María Vermersch, R.",Directed,1069,,1,1
Lectura y Arte,"Santa María, Andrés de",Directed,1070,,1,1
Revista Contemporánea,"Santamaría, Nepomuceno",Directed,1071,,1,1
CULTURA,"Santos, Eduardo",Directed,1072,,2,2
CULTURA,"Santos, Gustavo",Directed,1073,,12,12
Alpha,"Sanín Cano, Baldomero",Directed,1074,,1,1
La Gruta,"Sanín Cano, Baldomero",Directed,1075,,3,3
Lectura y Arte,"Sanín Cano, Baldomero",Directed,1076,,1,1
Revista Contemporánea,"Sanín Cano, Baldomero",Directed,1077,,32,32
Revista Literaria. Publicación Mensual,"Sanín Cano, Baldomero",Directed,1078,,3,3
Trofeos,"Sanín Cano, Baldomero",Directed,1079,,6,6
Revista Literaria. Publicación Mensual,"Saravia, Hermógenes",Directed,1080,,1,1
Revista Moderna. (Enciclopedia colombiana),"Savage, Richard Henry",Directed,1081,,6,6
Revista Moderna. (Enciclopedia colombiana),"Saíz, José María",Directed,1082,,1,1
El Repertorio. Revista Mensual Ilustrada,"Sbarbi y Osuna, José María",Directed,1083,,1,1
La Gruta,"Scarpetta, Oswaldo",Directed,1084,,1,1
Revista Contemporánea,"Schafi, Mirza",Directed,1085,,1,1
Alpha,"Schiller, Friedrich",Directed,1086,,1,1
Lectura y Arte,"Schopenhauer, Arthur",Directed,1087,,1,1
Panida,"Schopenhauer, Arthur",Directed,1088,,1,1
Revista Moderna. (Enciclopedia colombiana),"Schwob, L.",Directed,1089,,1,1
Revista Contemporánea,"Schwob, Marcel",Directed,1090,,8,8
Revista Literaria. Publicación Mensual,"Scribe, Eugène",Directed,1091,,1,1
Revista Moderna. (Enciclopedia colombiana),"Segovia, L.",Directed,1092,,1,1
Revista Moderna. (Enciclopedia colombiana),"Serao, Matilde",Directed,1093,,2,2
Revista Moderna. (Enciclopedia colombiana),"Sevilla, Rafael",Directed,1094,,1,1
El Repertorio. Revista Mensual Ilustrada,"Shakespeare, William",Directed,1095,,1,1
Revista Literaria. Publicación Mensual,"Shakespeare, William",Directed,1096,,1,1
Lectura Amena,"Sienkiewicz, Henryk",Directed,1097,,1,1
Lectura Amena,"Sierra, Justo",Directed,1098,,1,1
Revista Literaria. Publicación Mensual,"Siles, José de",Directed,1099,,2,2
Revista Moderna. (Enciclopedia colombiana),"Silva Cruz, Carlos",Directed,1100,,1,1
Revista Moderna. (Enciclopedia colombiana),"Silva Vidal, Ismael",Directed,1101,,1,1
Revista Moderna. (Enciclopedia colombiana),"Silva, Clímaco",Directed,1102,,1,1
CULTURA,"Silva, José Asunción",Directed,1103,,1,1
Lectura Amena,"Silva, José Asunción",Directed,1104,,11,11
Panida,"Silva, José Asunción",Directed,1105,,1,1
Revista Literaria. Publicación Mensual,"Silva, José Asunción",Directed,1106,,2,2
Revista Moderna. (Enciclopedia colombiana),"Silva, José Asunción",Directed,1107,,1,1
Revista Literaria. Publicación Mensual,"Silvela, Francisco",Directed,1108,,1,1
Lectura y Arte,"Silvestre, Armand",Directed,1109,,1,1
Panida,"Silvestre, Armand",Directed,1110,,1,1
Revista Literaria. Publicación Mensual,"Sinués de Marco, María del Pilar",Directed,1111,,1,1
Alpha,"Solano Patiño, José",Directed,1112,,1,1
Lectura Amena,"Solano Patiño, José",Directed,1113,,2,2
Lectura y Arte,"Solano Patiño, José",Directed,1114,,1,1
CULTURA,"Solano, Armando",Directed,1115,,1,1
Revista Literaria. Publicación Mensual,"Soriano y Barroeta-Aldamar, Rodrigo",Directed,1116,,2,2
Alpha,"Soto Borda, Clímaco",Directed,1117,,2,2
La Gruta,"Soto Borda, Clímaco",Directed,1118,,2,2
Lectura Amena,"Soto Borda, Clímaco",Directed,1119,,3,3
Lectura y Arte,"Soto Borda, Clímaco",Directed,1120,,2,2
Revista Moderna. (Enciclopedia colombiana),"Soto Borda, Clímaco",Directed,1121,,1,1
Alpha,"Soto, Aquilino",Directed,1122,,1,1
El Repertorio. Revista Mensual Ilustrada,"Sousa, Lope de",Directed,1123,,1,1
Lectura Amena,"Stecchetti, Lorenzo",Directed,1124,,1,1
Panida,"Suarès, André",Directed,1125,,1,1
Revista Literaria. Publicación Mensual,"Suárez, Roberto",Directed,1126,,2,2
Alpha,"Sánchez, Alberto",Directed,1127,,4,4
CULTURA,"Sánchez, Alberto",Directed,1128,,5,5
La Gruta,"Sánchez, Alberto",Directed,1129,,5,5
Revista Contemporánea,"Sánchez, Alberto",Directed,1130,,5,5
Revista Moderna. (Enciclopedia colombiana),"Sánchez, Alberto",Directed,1131,,1,1
Trofeos,"Sánchez, Alberto",Directed,1132,,4,4
El Repertorio. Revista Mensual Ilustrada,"Ségur, Eugène de",Directed,1133,,1,1
Lectura Amena,"Tablada, José Juan",Directed,1134,,2,2
Revista Literaria. Publicación Mensual,"Taboada, Luis",Directed,1135,,3,3
CULTURA,"Tagore, Rabindranath",Directed,1136,,8,8
Lectura Amena,"Talero Núñez, Eduardo",Directed,1137,,1,1
Revista Literaria. Publicación Mensual,"Talleyrand, Charles Maurice de",Directed,1138,,1,1
La Gruta,"Tamayo, Carlos",Directed,1139,,1,1
Lectura Amena,"Taunay, Vizconde de",Directed,1140,,1,1
Revista Contemporánea,"Taunay, Vizconde de",Directed,1141,,1,1
CULTURA,"Tavera C., Rafael",Directed,1142,,1,1
Lectura Amena,"Tejada Córdoba, Benjamín",Directed,1143,,10,10
Lectura y Arte,"Tejada Córdoba, Benjamín",Directed,1144,,1,1
Revista Literaria. Publicación Mensual,"Tejada, Temístocles",Directed,1145,,1,1
Revista Literaria. Publicación Mensual,"Tejera, Felipe",Directed,1146,,1,1
Lectura y Arte,"Tennyson, Alfred",Directed,1147,,1,1
La Gruta,"Terán, Luis María",Directed,1148,,1,1
CULTURA,Teócrito,Directed,1149,,1,1
El Montañés,"Thein, Max",Directed,1150,,2,2
Revista Literaria. Publicación Mensual,"Tinseau, Léon de",Directed,1151,,1,1
Revista Contemporánea,"Tirado Macías, Ricardo",Directed,1152,,1,1
Revista Literaria. Publicación Mensual,"Tobar, Alfonso",Directed,1153,,1,1
El Montañés,"Tobón Mejía, Marco",Directed,1154,,7,7
Lectura y Arte,"Tobón Mejía, Marco",Directed,1155,,50,50
Revista Literaria. Publicación Mensual,"Toché, Raoul",Directed,1156,,1,1
Lectura Amena,"Tolstói, Lev Nikoláievich",Directed,1157,,1,1
Revista Literaria. Publicación Mensual,"Tolstói, Lev Nikoláievich",Directed,1158,,2,2
CULTURA,"Torres Durán, Carlos",Directed,1159,,1,1
CULTURA,"Torres Méndez, Ramón",Directed,1160,,1,1
CULTURA,"Torres Pinzón, Carlos A.",Directed,1161,,6,6
CULTURA,"Torres Umaña, Calixto",Directed,1162,,2,2
La Gruta,"Torres, Carlos Arturo",Directed,1163,,1,1
Revista Literaria. Publicación Mensual,"Torres, Carlos Arturo",Directed,1164,,1,1
Trofeos,"Torres, Carlos Arturo",Directed,1165,,2,2
Revista Contemporánea,"Toudouze, Georges-Gustave",Directed,1166,,1,1
La Bohemia Alegre,"Trespalacios, Jesús María",Directed,1167,,1,1
Alpha,"Triana, Miguel",Directed,1168,,2,2
CULTURA,"Triana, Miguel",Directed,1169,,1,1
El Repertorio. Revista Mensual Ilustrada,"Triana, Miguel",Directed,1170,,2,2
El Repertorio. Revista Mensual Ilustrada,"Turgenev, Ivan",Directed,1171,,1,1
Panida,"Turgenev, Ivan",Directed,1172,,1,1
Lectura y Arte,"Twain, Marc",Directed,1173,,1,1
Lectura Amena,"Ugarte, Manuel",Directed,1174,,2,2
Alpha,"Unamuno, Miguel de",Directed,1175,,1,1
Lectura Amena,"Unamuno, Miguel de",Directed,1176,,1,1
Revista Moderna. (Enciclopedia colombiana),"Urdaneta Ramos, Alfredo",Directed,1177,,1,1
CULTURA,"Urdaneta, Alberto",Directed,1178,,1,1
CULTURA,"Uribe Arango, Marcelino",Directed,1179,,1,1
Alpha,"Uribe Gómez, Pedro",Directed,1180,,4,4
Revista Contemporánea,"Uribe Holguín, Guillermo",Directed,1181,,1,1
Trofeos,"Uribe Holguín, Guillermo",Directed,1182,,1,1
Lectura Amena,"Uribe Mejía, Francisco Antonio",Directed,1183,,1,1
Lectura Amena,"Uribe Uribe, Rafael",Directed,1184,,1,1
Alpha,"Uribe Ángel, Manuel",Directed,1185,,1,1
El Montañés,"Uribe Ángel, Manuel",Directed,1186,,2,2
El Repertorio. Revista Mensual Ilustrada,"Uribe Ángel, Manuel",Directed,1187,,1,1
Revista Literaria. Publicación Mensual,"Uribe Ángel, Manuel",Directed,1188,,10,10
Revista Moderna. (Enciclopedia colombiana),"Uribe Ángel, Manuel",Directed,1189,,1,1
Alpha,"Uribe, Basiliso",Directed,1190,,1,1
Alpha,"Uribe, Diego",Directed,1191,,1,1
La Gruta,"Uribe, Diego",Directed,1192,,2,2
Revista Contemporánea,"Uribe, Diego",Directed,1193,,1,1
Revista Literaria. Publicación Mensual,"Uribe, Diego",Directed,1194,,1,1
Revista Moderna. (Enciclopedia colombiana),"Uribe, Diego",Directed,1195,,1,1
Trofeos,"Uribe, Diego",Directed,1196,,4,4
Lectura Amena,"Uribe, Gustavo",Directed,1197,,1,1
Alpha,"Uribe, Joaquín Antonio",Directed,1198,,2,2
Lectura Amena,"Uribe, Martín",Directed,1199,,1,1
Lectura Amena,"Urrecha, Federico",Directed,1200,,1,1
CULTURA,"Urrutia, Francisco José",Directed,1201,,1,1
Revista Moderna. (Enciclopedia colombiana),"Urrutia, Francisco José",Directed,1202,,2,2
Revista Literaria. Publicación Mensual,"Vaca, Vicente",Directed,1203,,2,2
Alpha,"Valcarce García, Javier",Directed,1204,,1,1
Trofeos,"Valderrama, Felipe",Directed,1205,,10,10
La Gruta,"Valencia, Francisco",Directed,1206,,7,7
Lectura Amena,"Valencia, Francisco",Directed,1207,,3,3
Revista Contemporánea,"Valencia, Francisco",Directed,1208,,6,6
Trofeos,"Valencia, Francisco",Directed,1209,,4,4
Lectura Amena,"Valencia, Guillermo",Directed,1210,,3,3
Panida,"Valencia, Guillermo",Directed,1211,,1,1
Revista Contemporánea,"Valencia, Guillermo",Directed,1212,,2,2
CULTURA,"Valencia, Miguel Santiago",Directed,1213,,4,4
Revista Moderna. (Enciclopedia colombiana),"Valenzuela, Eduardo",Directed,1214,,1,1
Revista Literaria. Publicación Mensual,"Valenzuela, Teodoro",Directed,1215,,1,1
Lectura Amena,"Valle-Inclán, Ramón del",Directed,1216,,2,2
Panida,"Valle-Inclán, Ramón del",Directed,1217,,1,1
Alpha,"Vallés, L.",Directed,1218,,1,1
La Gruta,"Vargas Tamayo, Roberto",Directed,1219,,3,3
Lectura Amena,"Vargas Vila, José María",Directed,1220,,1,1
Panida,"Vargas Vila, José María",Directed,1221,,1,1
Alpha,"Vargas, Justo",Directed,1222,,1,1
Revista Literaria. Publicación Mensual,"Varigny, Charles Victor Crosnier",Directed,1223,,1,1
Panida,"Vasco, Eduardo",Directed,1224,,7,7
La Gruta,"Vega, Alejandro",Directed,1225,,6,6
Lectura y Arte,"Velilla Yepes, Samuel",Directed,1226,,1,1
El Montañés,"Velásquez Botero, Samuel",Directed,1227,,6,6
Lectura y Arte,"Velásquez Botero, Samuel",Directed,1228,,1,1
Trofeos,"Velásquez Botero, Samuel",Directed,1229,,1,1
Alpha,"Velásquez García, José",Directed,1230,,5,5
El Repertorio. Revista Mensual Ilustrada,"Velásquez García, José",Directed,1231,,6,6
La Bohemia Alegre,"Velásquez García, José",Directed,1232,,9,9
Lectura Amena,"Velásquez García, José",Directed,1233,,10,10
Lectura y Arte,"Velásquez García, José",Directed,1234,,2,2
Revista Contemporánea,"Velásquez García, José",Directed,1235,,1,1
Alpha,"Velásquez, Edmundo",Directed,1236,,3,3
Trofeos,"Velásquez, Edmundo",Directed,1237,,1,1
Lectura Amena,"Velázquez, Alejandro",Directed,1238,,1,1
Revista Literaria. Publicación Mensual,"Verbrugghe, George",Directed,1239,,2,2
Revista Literaria. Publicación Mensual,"Verbrugghe, Louis Emile",Directed,1240,,2,2
Revista Moderna. (Enciclopedia colombiana),"Vergara y Vergara, José María",Directed,1241,,1,1
Revista Moderna. (Enciclopedia colombiana),"Verhaeren, Émile",Directed,1242,,1,1
Trofeos,"Vermersch, R. Santa María",Directed,1243,,3,3
El Repertorio. Revista Mensual Ilustrada,"Vidal Pacheco, Gonzalo",Directed,1244,,3,3
